Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Felix Hernandez,$7.0K,R,SEA,SP,CHW, , ,20.00%,0.882,-700,6,8.5,-182,4.92,-0.57,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,17.65,2.52,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,6,0.418,,0.334,3.40,3,0.276,,0.086,2.80,3,4.24,3.82,0.20,0.371,3.20,0.00,0.00,6,0.357,,0.241,3.10,3,0.331,,0.137,4.50,13,4.08,4.06,0.19,0.348,3.60,0.00,0.00,6,0.360,,0.226,3.30,3,0.323,,0.169,4.50,35,3.96,4.17,0.25,0.348,3.70,0.00,0.00
Nick Tropeano,$5.2K,R,LAA,SP,HOU, , ,2.50%,5.176,-1300,6,8.0,153,3.48,-0.06,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.94,2.49,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,4,0.344,,0.208,3.40,5,0.331,,0.235,4.10,7,3.99,5.07,0.18,0.337,3.80,0.00,0.00,4,0.355,,0.187,3.30,5,0.334,,0.247,4.40,10,3.99,4.95,0.19,0.343,3.90,0.00,0.00
Tyler Chatwood,$4.8K,R,CHC,SP,STL, , ,0.00%, ,-1200,2,8.5,-140,4.58,4.58,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.65,2.43,5,0.417,,0.129,3.50,13,0.335,,0.232,1.80,2,5.62,4.28,0.25,0.716,4.50,0.00,0.00,5,0.426,,0.171,4.10,13,0.309,,0.183,3.00,3,4.77,4.42,0.27,0.683,6.60,0.00,0.00,5,0.398,,0.148,3.30,13,0.276,,0.059,3.60,13,5.25,5.31,0.17,0.620,7.00,0.00,0.00,5,0.371,,0.173,3.80,13,0.306,,0.161,3.70,49,4.87,4.60,0.26,0.648,7.40,0.00,0.00
John Gant,$5.7K,R,STL,SP,@ CHC, , ,1.00%,13.210,-1100,7,8.5,127,3.92,3.92,11,0.172,,0.000,4.50,7,0.000,,0.000,4.50,1,3.66,2.66,0.00,0.210,9.00,0.00,0.00,13.21,2.32,11,0.172,,0.000,4.50,7,0.000,,0.000,4.50,1,3.66,2.66,0.00,0.210,9.00,0.00,0.00,11,0.218,,0.138,2.40,7,0.254,,0.105,3.30,4,4.91,4.13,0.15,0.464,5.50,0.00,0.00,11,0.265,,0.141,4.40,7,0.260,,0.082,3.80,11,3.98,3.94,0.10,0.526,8.40,0.00,0.00,11,0.294,,0.177,4.10,7,0.273,,0.116,3.90,18,4.33,4.42,0.17,0.572,8.00,0.00,0.00
Anthony DeSclafani,$6.3K,R,CIN,SP,PIT, , ,2.00%,7.285,200,-2,9.0,-116,4.6,-0.27,4,0.802,,1.200,2.90,5,0.302,,0.027,5.80,1,3.41,3.16,0.40,0.524,4.50,0.00,0.00,14.57,2.31,4,0.391,,0.400,1.80,5,0.288,,0.017,3.60,2,4.57,3.16,0.25,0.334,2.80,0.00,0.00,4,0.328,,0.334,3.60,5,0.337,,0.185,3.00,5,4.28,3.69,0.35,0.333,3.20,0.00,0.00,4,0.355,,0.341,3.40,5,0.336,,0.148,4.00,8,3.95,3.86,0.31,0.344,3.70,0.00,0.00,4,0.355,,0.341,3.40,5,0.336,,0.148,4.00,8,3.95,3.86,0.31,0.344,3.70,0.00,0.00
Zack Godley,$8.4K,R,ARI,SP,COL, , ,7.50%,2.472,-300,4,8.0,-139,4.3,0.08,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,18.54,2.21,4,0.196,,0.001,7.70,4,0.336,,0.100,3.90,2,2.49,1.36,0.00,0.236,5.10,0.00,0.00,4,0.357,,0.074,4.50,4,0.305,,0.116,5.70,5,3.84,2.98,0.08,0.294,4.50,0.00,0.00,4,0.363,,0.165,4.30,4,0.328,,0.162,5.30,15,4.06,4.17,0.24,0.307,4.30,0.00,0.00,4,0.308,,0.128,4.60,4,0.304,,0.157,5.30,45,3.65,3.57,0.22,0.272,4.40,0.00,0.00
Alex Cobb,$5.5K,R,BAL,SP,@ TOR, , ,0.00%, ,-400,-1,9.0,157,3.89,0.09,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.07,2.19,4,0.337,,0.200,6.50,5,0.371,,0.250,0.00,2,3.90,2.30,0.43,0.356,2.90,0.00,0.00,4,0.302,,0.171,5.40,5,0.407,,0.253,0.40,4,4.56,3.79,0.20,0.360,2.70,0.00,0.00,4,0.347,,0.223,4.30,5,0.351,,0.218,2.50,14,4.24,4.20,0.23,0.349,3.30,0.00,0.00,4,0.330,,0.182,3.40,5,0.335,,0.181,3.10,46,4.29,4.27,0.22,0.333,3.30,0.00,0.00
Carlos Carrasco,$10.2K,R,CLE,SP,@ TEX, , ,20.00%,1.072,500,1,11.0,-167,6.22,0.37,5,0.000,,0.000,9.00,4,0.000,,0.000,9.00,1,0.59,-0.84,0.00,0.000,9.00,0.00,0.00,21.44,2.1,5,0.385,,0.200,7.50,4,0.000,,0.000,6.00,2,1.41,0.66,0.00,0.214,6.80,0.00,0.00,5,0.494,,0.409,5.70,4,0.160,,0.000,7.30,3,1.60,0.86,0.33,0.346,6.40,0.00,0.00,5,0.370,,0.235,5.10,4,0.306,,0.142,6.50,13,2.53,3.13,0.20,0.342,5.70,0.00,0.00,5,0.316,,0.178,4.90,4,0.272,,0.125,6.00,49,2.75,3.25,0.19,0.296,5.40,0.00,0.00
Steven Matz,$6.6K,L,NYM,SP,@ NYY, , ,0.00%, ,-1200,10,9.0,196,3.59,0.07,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.44,2.04,2,0.330,,0.000,3.00,7,0.354,,0.278,3.70,2,4.75,3.16,0.22,0.349,3.50,0.00,0.00,2,0.343,,0.130,2.60,7,0.279,,0.162,5.60,4,4.00,2.70,0.23,0.293,4.90,0.00,0.00,2,0.283,,0.085,1.90,7,0.320,,0.188,5.30,13,4.34,4.15,0.20,0.312,4.60,0.00,0.00,2,0.313,,0.081,1.50,7,0.345,,0.218,5.90,31,4.23,4.31,0.24,0.338,4.90,0.00,0.00
Chase Anderson,$6.2K,R,MIL,SP,LAD, , ,5.00%,2.488,-1400,10,8.0,147,3.53,0.11,5,0.391,,0.334,3.50,4,0.390,,0.250,3.50,1,4.40,2.78,0.40,0.391,3.50,0.00,0.00,12.44,2.01,5,0.448,,0.214,2.90,4,0.350,,0.148,4.80,2,4.45,2.76,0.25,0.404,3.80,0.00,0.00,5,0.254,,0.091,4.10,4,0.312,,0.203,5.10,5,3.48,2.93,0.23,0.280,4.50,0.00,0.00,5,0.311,,0.140,3.90,4,0.312,,0.221,3.90,13,4.14,4.42,0.26,0.311,3.90,0.00,0.00,5,0.280,,0.128,4.00,4,0.307,,0.190,4.20,43,3.72,4.50,0.19,0.292,4.10,0.00,0.00
